brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Nissan,Qashqai,2019,85852,Diesel,Automatique,tres bon etat,break,116,1.3,1,0,local,Sousse,bleu,1,0,0,0,1,0,0,14053
Renault,Kangoo,2019,115849,Diesel,Automatique,moyen,monospace,112,1.4,3,1,local,Gabes,blanc,0,1,0,1,0,0,1,7964
Hyundai,i20,2011,272220,Diesel,Automatique,tres bon etat,break,138,1.8,3,0,local,Gabes,beige,0,0,0,0,1,1,0,2000
Hyundai,Accent,2005,449511,Essence,Manuelle,tres bon etat,berline,143,2.0,1,0,local,Ariana,beige,0,0,1,0,0,1,1,2000
BMW,520d,2011,380689,Essence,Manuelle,bon etat,monospace,151,1.6,1,0,local,Tunis,bleu,0,0,0,1,1,0,1,6185
Mercedes,C200,2023,38741,Essence,Manuelle,bon etat,break,116,1.7,3,0,imported,Sfax,argent,1,1,0,0,0,1,1,57123
BMW,116i,2007,342096,Essence,Automatique,tres bon etat,SUV,149,1.8,2,0,local,Gabes,beige,0,0,0,1,1,0,0,2000
Volkswagen,Golf 6,2009,98027,Diesel,Manuelle,tres bon etat,break,104,1.2,1,0,imported,Bizerte,rouge,1,1,1,0,0,1,0,5224
Renault,Clio,2024,22650,Diesel,Manuelle,bon etat,monospace,156,1.8,1,0,imported,Ariana,argent,1,0,0,1,0,0,0,20898
Dacia,Duster,2013,111524,Essence,Manuelle,bon etat,berline,142,2.0,3,0,local,Sfax,vert,0,0,0,0,0,1,0,2241
Kia,Rio,2016,214119,Essence,Manuelle,bon etat,compacte,128,1.5,1,0,local,Ariana,argent,1,0,0,0,0,0,1,3655
Mercedes,GLA,2012,254407,Essence,Manuelle,tres bon etat,berline,130,2.0,4,0,local,Kairouan,gris,0,1,1,0,0,1,0,12518
Audi,Q3,2009,163994,Diesel,Manuelle,bon etat,SUV,130,1.7,2,0,imported,Ben Arous,argent,0,0,0,0,1,1,0,8309
Suzuki,Celerio,2011,68768,Hybride,Manuelle,tres bon etat,monospace,158,2.1,1,0,local,Gafsa,rouge,0,0,1,0,0,0,1,4584
Opel,Insignia,2007,317525,Essence,Automatique,bon etat,compacte,85,0.9,2,0,local,Tunis,argent,0,0,0,0,0,1,0,2000
Chery,Arrizo,2024,9506,Essence,Manuelle,tres bon etat,break,141,1.5,2,0,local,Sfax,argent,0,1,1,0,0,0,0,18019
Toyota,Corolla,2022,26064,Diesel,Manuelle,moyen,compacte,115,1.7,2,0,local,Bizerte,gris,0,0,0,0,1,1,1,18432
Mercedes,GLA,2013,124948,Hybride,Automatique,tres bon etat,break,138,1.9,3,0,imported,Ben Arous,beige,1,0,0,0,0,0,1,21523
Mercedes,E200,2021,40220,Essence,Automatique,bon etat,SUV,161,2.0,1,0,imported,Nabeul,beige,0,1,0,0,0,0,1,50257
Hyundai,Tucson,2005,350285,Diesel,Manuelle,moyen,compacte,114,1.0,3,0,local,Ben Arous,vert,0,1,1,1,1,0,1,2000
Volkswagen,Golf 6,2016,102898,Essence,Manuelle,tres bon etat,citadine,78,1.2,2,0,local,Nabeul,noir,1,0,1,1,0,0,1,11127
Peugeot,301,2016,204197,Essence,Automatique,bon etat,SUV,199,2.4,1,1,local,Gabes,argent,0,0,0,0,0,0,0,2961
Chery,Tiggo,2017,162580,Essence,Manuelle,moyen,break,129,1.6,1,0,local,Gafsa,argent,1,0,1,0,0,1,0,5331
Suzuki,Swift,2017,86159,Diesel,Manuelle,bon etat,compacte,102,0.9,1,0,imported,Nabeul,gris,1,0,1,0,0,0,1,8499
Dacia,Logan,2017,136404,Diesel,Manuelle,excellent,SUV,213,2.7,1,1,local,Sousse,argent,1,0,1,1,0,1,1,5125
BMW,118i,2022,11234,Essence,Manuelle,tres bon etat,SUV,145,1.7,1,0,imported,Gafsa,noir,0,1,0,0,1,0,1,57312
Ford,Fiesta,2005,258224,Diesel,Manuelle,moyen,SUV,156,2.3,2,0,local,Ben Arous,argent,0,0,0,0,0,0,0,2000
Kia,Sportage,2011,227586,Diesel,Manuelle,excellent,berline,112,1.5,1,0,imported,Ben Arous,vert,1,0,1,1,0,1,1,2231
Toyota,Avensis,2015,244266,Diesel,Manuelle,moyen,berline,128,1.4,1,0,local,Sfax,gris,1,1,1,0,1,0,0,4886
Chery,Tiggo,2020,83004,Diesel,Manuelle,bon etat,compacte,96,1.0,1,1,imported,Nabeul,argent,1,1,0,1,1,1,0,8860
Fiat,Punto,2015,200107,Diesel,Manuelle,tres bon etat,berline,128,1.7,2,1,local,Ben Arous,noir,0,0,0,0,1,0,0,2000
Volkswagen,Golf 6,2022,48431,Essence,Automatique,bon etat,compacte,88,1.3,3,0,local,Sfax,bleu,1,1,1,1,1,0,1,25461
Nissan,Qashqai,2008,388840,Diesel,Manuelle,moyen,SUV,137,1.6,1,0,local,Tunis,argent,1,0,1,0,1,0,0,2000
Volkswagen,Golf 5,2024,16679,Essence,Automatique,bon etat,compacte,125,1.3,2,1,local,Gabes,gris,0,0,1,0,1,1,1,22534
Toyota,Rav4,2019,97704,Diesel,Automatique,tres bon etat,compacte,101,1.2,1,1,imported,Gabes,gris,0,1,0,1,1,0,1,15951
Dacia,Logan,2018,108213,Essence,Manuelle,a reparer,monospace,111,1.6,1,1,local,Nabeul,vert,0,0,0,0,1,1,0,2960
Chery,Arrizo,2018,137126,Hybride,Manuelle,bon etat,compacte,116,1.6,2,0,local,Kairouan,beige,0,0,1,0,0,0,1,6697
Mercedes,GLA,2022,44153,Diesel,Automatique,bon etat,break,152,1.9,1,1,local,Nabeul,vert,1,0,1,1,1,1,0,42790
Hyundai,i10,2020,85307,Hybride,Manuelle,bon etat,compacte,100,1.5,2,0,local,Kairouan,beige,0,0,0,1,0,0,0,11238
Opel,Insignia,2020,89842,Essence,Manuelle,a reparer,SUV,129,1.5,3,1,imported,Sfax,bleu,1,0,0,1,0,0,0,5329
Fiat,Punto,2017,118719,Essence,Automatique,bon etat,break,111,1.5,1,0,local,Kairouan,bleu,0,1,1,1,1,0,1,7869
Volkswagen,Polo,2009,277262,Diesel,Automatique,excellent,SUV,210,2.4,1,0,local,Sfax,bleu,1,0,1,1,0,1,1,2000
Hyundai,i10,2007,218353,Diesel,Manuelle,excellent,break,118,1.5,2,0,imported,Bizerte,vert,0,0,0,0,1,0,1,2000
Peugeot,301,2005,165277,Essence,Automatique,tres bon etat,break,102,1.4,3,0,local,Ben Arous,noir,0,1,0,0,0,1,0,2000
Kia,Rio,2024,13923,Essence,Automatique,bon etat,monospace,126,1.6,2,0,local,Sousse,beige,0,1,0,1,1,1,0,22960
Peugeot,206,2006,354483,Diesel,Manuelle,bon etat,citadine,69,1.2,3,0,local,Gafsa,blanc,1,1,0,0,0,0,1,2000
Hyundai,Elantra,2012,274441,Essence,Manuelle,tres bon etat,break,106,1.4,1,0,local,Ben Arous,noir,1,0,1,1,1,0,0,2000
Audi,A6,2019,90578,Essence,Automatique,bon etat,compacte,110,1.3,4,0,imported,Sousse,noir,0,1,1,1,0,1,1,34370
Mitsubishi,Lancer,2022,38116,Diesel,Manuelle,moyen,berline,177,2.2,3,0,local,Ariana,gris,0,1,1,1,0,1,0,15154
Dacia,Sandero,2014,211692,Diesel,Manuelle,tres bon etat,citadine,61,0.9,1,0,local,Sousse,noir,0,1,0,1,0,0,1,2000
Suzuki,Vitara,2012,63405,Diesel,Manuelle,tres bon etat,monospace,140,2.0,3,0,local,Sfax,rouge,0,0,1,0,0,1,0,4511
BMW,X1,2005,413779,Essence,Manuelle,bon etat,citadine,71,0.9,2,0,imported,Kairouan,rouge,0,0,0,0,1,0,1,2000
Mercedes,GLA,2018,76410,Essence,Manuelle,tres bon etat,SUV,177,2.5,3,0,local,Sousse,rouge,0,0,1,0,1,0,0,34687
Chery,Arrizo,2007,335340,Diesel,Manuelle,bon etat,break,132,1.8,2,1,local,Gafsa,argent,1,0,1,1,0,0,0,2000
Dacia,Duster,2016,197894,Essence,Automatique,bon etat,berline,138,1.5,1,0,local,Kairouan,noir,0,1,0,0,0,0,1,2864
Chery,Arrizo,2023,30342,Diesel,Manuelle,moyen,compacte,103,1.2,3,0,local,Kairouan,vert,1,0,0,0,1,1,1,13497
Nissan,Micra,2016,110852,Diesel,Manuelle,tres bon etat,citadine,61,0.9,2,1,local,Tunis,beige,0,0,0,0,0,0,0,4631
Chery,Tiggo,2007,197938,Essence,Manuelle,excellent,compacte,104,1.5,1,0,imported,Bizerte,argent,0,1,1,0,1,1,1,2000
Kia,Rio,2014,128191,Diesel,Automatique,tres bon etat,monospace,158,2.1,1,0,local,Gabes,beige,0,0,1,0,1,1,0,5554
Ford,Kuga,2008,435411,Essence,Automatique,moyen,monospace,126,1.3,2,0,imported,Ariana,blanc,0,1,1,0,1,1,0,2000
Audi,A3,2016,190830,Essence,Manuelle,tres bon etat,citadine,67,0.9,1,0,local,Kairouan,gris,1,0,1,1,0,0,1,23717
Mitsubishi,Lancer,2019,108128,Essence,Manuelle,excellent,compacte,101,1.1,2,0,local,Kairouan,beige,0,0,1,0,0,0,0,11271
Renault,Captur,2013,155503,Essence,Manuelle,excellent,monospace,118,1.5,2,0,local,Ben Arous,rouge,0,0,1,0,0,0,1,4072
Audi,A4,2009,333502,Essence,Manuelle,tres bon etat,break,147,1.7,3,0,imported,Nabeul,rouge,0,0,0,1,1,1,1,5086
Renault,Symbol,2018,117520,Diesel,Manuelle,bon etat,break,106,1.3,1,0,local,Bizerte,bleu,0,0,0,0,1,1,0,9753
Peugeot,208,2007,116690,Essence,Automatique,tres bon etat,berline,111,1.3,1,0,imported,Gabes,argent,0,1,0,1,0,0,0,2106
Nissan,Micra,2013,106013,Essence,Automatique,tres bon etat,berline,155,2.0,2,0,local,Bizerte,bleu,0,1,0,1,0,1,0,5107
Fiat,500,2013,191978,Essence,Manuelle,tres bon etat,monospace,103,1.1,1,0,local,Ben Arous,vert,0,1,0,1,0,0,0,2000
Chery,Tiggo,2011,280381,Essence,Manuelle,bon etat,compacte,103,1.2,1,0,local,Gabes,gris,0,0,1,0,1,0,1,2000
Ford,Focus,2019,93668,Essence,Automatique,bon etat,citadine,89,1.5,3,0,local,Kairouan,noir,1,1,1,0,0,0,0,10819
BMW,320i,2020,76756,Diesel,Automatique,moyen,citadine,91,0.9,1,0,local,Kairouan,gris,1,0,0,0,0,0,0,32787
BMW,X1,2016,98279,Diesel,Manuelle,tres bon etat,citadine,81,1.0,1,0,imported,Bizerte,rouge,0,1,0,0,1,0,1,27900
Ford,Fiesta,2013,208909,Diesel,Manuelle,tres bon etat,break,125,1.7,1,0,local,Gabes,blanc,0,0,1,0,1,1,0,2172
Ford,Kuga,2005,270133,Essence,Manuelle,tres bon etat,break,122,1.3,1,0,imported,Tunis,blanc,1,0,1,1,0,0,1,2000
Mitsubishi,Lancer,2011,260943,Essence,Automatique,tres bon etat,compacte,119,1.3,1,0,imported,Ben Arous,gris,0,1,1,0,0,0,1,2000
Volkswagen,Golf 6,2010,113817,Essence,Manuelle,tres bon etat,break,147,2.1,2,1,imported,Tunis,blanc,0,0,1,1,1,1,0,4192
Nissan,Micra,2023,4326,Essence,Manuelle,excellent,monospace,104,1.3,2,1,local,Tunis,noir,0,0,0,1,1,1,1,17730
Dacia,Logan,2022,20256,Diesel,Manuelle,excellent,citadine,83,1.3,2,0,imported,Gafsa,noir,0,0,0,0,0,0,0,13507
BMW,X1,2016,157674,Essence,Manuelle,moyen,compacte,87,1.0,2,0,local,Nabeul,vert,0,0,1,0,1,1,0,18249
Mitsubishi,Lancer,2024,20304,Diesel,Manuelle,bon etat,berline,177,2.3,2,1,local,Bizerte,gris,0,1,0,1,0,0,0,15865
Volkswagen,Passat,2013,125246,Diesel,Manuelle,excellent,break,124,1.2,2,1,imported,Tunis,argent,1,1,1,1,0,1,0,6756
Mitsubishi,Outlander,2013,216664,Essence,Manuelle,bon etat,SUV,190,2.5,2,0,imported,Nabeul,rouge,0,0,1,1,0,1,1,3131
Opel,Astra,2024,17427,Diesel,Automatique,tres bon etat,compacte,94,1.1,4,0,local,Ariana,beige,1,0,0,0,0,0,0,19297
Mitsubishi,Lancer,2023,22583,Diesel,Manuelle,tres bon etat,berline,165,1.9,1,0,local,Ariana,beige,0,1,0,1,0,1,0,21761
Opel,Corsa,2022,48510,Diesel,Manuelle,tres bon etat,monospace,156,1.7,3,0,imported,Kairouan,blanc,1,0,0,0,1,0,1,15233
Renault,Megane,2016,81526,Diesel,Automatique,bon etat,citadine,95,0.9,1,0,imported,Sousse,gris,0,1,0,1,0,0,0,8954
Mercedes,C180,2006,329784,Essence,Automatique,moyen,break,111,1.5,4,0,local,Sfax,noir,0,0,1,1,1,1,0,2555
Peugeot,208,2007,130257,Essence,Manuelle,bon etat,monospace,110,1.2,1,1,local,Kairouan,beige,0,0,1,0,1,0,1,2000
Fiat,Punto,2020,35478,Diesel,Automatique,tres bon etat,SUV,200,2.8,2,0,local,Kairouan,vert,0,0,0,0,1,0,0,10890
Suzuki,Swift,2020,163074,Diesel,Manuelle,tres bon etat,compacte,129,2.1,1,0,local,Gabes,gris,0,1,0,0,1,0,0,9521
Fiat,Tipo,2006,301671,Essence,Manuelle,excellent,SUV,194,2.3,3,0,local,Ben Arous,gris,1,0,0,0,1,0,0,2000
Volkswagen,Golf 6,2008,200266,Essence,Automatique,moyen,berline,154,1.8,2,0,local,Gafsa,rouge,0,1,0,0,0,0,0,2000
Nissan,X-Trail,2023,11910,Diesel,Manuelle,bon etat,berline,122,1.4,1,0,local,Gabes,bleu,1,0,1,0,1,0,0,21555
Chery,Arrizo,2008,220297,Essence,Manuelle,moyen,compacte,89,1.0,2,0,local,Sousse,beige,0,1,1,0,0,1,0,2000
Volkswagen,Golf 7,2013,196845,Diesel,Manuelle,moyen,compacte,99,1.1,2,1,local,Ben Arous,beige,0,1,0,0,1,0,0,2859
Ford,Focus,2017,176432,Essence,Manuelle,tres bon etat,citadine,80,1.0,1,0,local,Ariana,rouge,1,0,1,0,1,0,0,6930
Mercedes,C180,2019,101504,Diesel,Manuelle,bon etat,citadine,83,1.3,2,0,local,Sousse,blanc,0,0,1,0,0,0,0,34657
Dacia,Logan,2010,232577,Essence,Automatique,bon etat,SUV,187,2.1,2,0,imported,Gafsa,bleu,0,0,1,0,0,0,0,2000
Ford,Focus,2015,55943,Essence,Manuelle,tres bon etat,berline,149,1.8,1,1,local,Sfax,rouge,0,1,0,1,0,1,0,6515
Mitsubishi,Outlander,2005,169184,Diesel,Automatique,excellent,SUV,169,2.0,1,0,local,Bizerte,rouge,1,0,0,1,0,0,0,2000
Opel,Astra,2006,348130,Essence,Manuelle,tres bon etat,SUV,187,2.5,3,1,local,Tunis,vert,0,1,1,1,1,0,1,2000
BMW,118i,2015,154218,Essence,Manuelle,bon etat,compacte,87,1.2,2,0,local,Nabeul,bleu,1,0,1,1,0,0,1,18976
Hyundai,i20,2008,276885,Hybride,Manuelle,tres bon etat,berline,121,1.3,1,0,local,Gabes,rouge,0,1,0,0,0,0,1,2000
Mitsubishi,Outlander,2013,218736,Essence,Manuelle,bon etat,break,109,1.4,1,0,local,Ariana,blanc,0,0,1,1,1,0,1,3457
Volkswagen,Golf 4,2007,254774,Essence,Manuelle,excellent,break,121,1.3,2,0,local,Ben Arous,gris,0,1,0,0,1,1,1,2000
Suzuki,Celerio,2019,118572,Essence,Automatique,bon etat,SUV,129,1.7,2,0,local,Ben Arous,beige,1,1,0,1,0,0,1,9649
Nissan,Micra,2023,30993,Essence,Manuelle,tres bon etat,citadine,70,0.9,2,0,imported,Tunis,gris,1,0,0,0,1,0,0,20056
Nissan,Micra,2017,149414,Essence,Automatique,tres bon etat,berline,117,1.4,1,0,local,Ariana,gris,1,1,1,0,0,1,1,8230
Chery,Arrizo,2010,324444,Essence,Manuelle,bon etat,SUV,155,1.8,3,0,local,Tunis,gris,0,1,0,0,0,1,1,2000
Fiat,500,2020,47270,Essence,Manuelle,tres bon etat,SUV,159,1.7,3,0,local,Nabeul,bleu,0,0,0,1,0,1,0,11528
Chery,Tiggo,2016,135984,Diesel,Manuelle,tres bon etat,SUV,173,2.4,1,0,local,Sousse,gris,0,1,1,0,1,1,0,7168
Suzuki,Celerio,2018,144184,Essence,Automatique,a reparer,citadine,65,1.1,1,0,local,Sfax,gris,0,1,1,0,0,0,1,5055
Mitsubishi,Outlander,2019,24194,Diesel,Manuelle,bon etat,SUV,166,2.1,1,0,local,Kairouan,bleu,1,0,0,1,0,1,0,13045
Chery,Tiggo,2016,192849,Essence,Manuelle,tres bon etat,break,105,1.4,2,0,imported,Sfax,noir,1,1,0,0,0,1,0,3966
Volkswagen,Golf 4,2007,249211,Diesel,Manuelle,bon etat,compacte,102,1.1,3,0,local,Sfax,gris,0,0,1,0,0,0,1,2000
Mercedes,E200,2006,122229,Essence,Manuelle,tres bon etat,compacte,95,1.0,1,0,local,Sousse,vert,0,0,0,1,0,0,1,7874
Hyundai,i10,2018,86097,Essence,Manuelle,moyen,berline,167,2.2,3,0,local,Gafsa,blanc,0,0,1,1,1,0,0,8703
Chery,Tiggo,2006,235522,Essence,Manuelle,bon etat,break,137,1.7,1,0,local,Ben Arous,argent,0,0,0,0,0,1,0,2000
Dacia,Logan,2018,65643,Essence,Manuelle,excellent,berline,165,2.4,1,1,local,Sousse,argent,1,1,1,1,0,1,1,7870
Ford,Kuga,2019,62629,Hybride,Automatique,tres bon etat,break,132,1.6,2,0,imported,Sousse,blanc,0,0,1,0,1,0,0,15672
Audi,A3,2008,214142,Essence,Automatique,bon etat,compacte,88,1.1,2,0,local,Gafsa,rouge,1,1,0,1,0,1,0,6735
Ford,Kuga,2024,25547,Diesel,Automatique,moyen,berline,170,2.3,1,0,imported,Kairouan,rouge,1,1,1,1,1,0,0,20234
Peugeot,308,2019,129798,Essence,Automatique,tres bon etat,citadine,63,0.9,1,0,local,Bizerte,rouge,1,1,1,0,0,0,0,12258
Chery,Arrizo,2009,207483,Diesel,Automatique,tres bon etat,break,150,1.9,1,0,local,Nabeul,gris,0,1,0,1,0,0,1,2000
Dacia,Duster,2024,9376,Essence,Automatique,moyen,citadine,62,0.9,2,1,local,Sousse,beige,0,1,0,0,0,1,1,11836
Peugeot,206,2012,238546,Hybride,Manuelle,bon etat,compacte,87,1.3,2,0,local,Gabes,argent,1,0,1,1,0,0,0,2000
Mitsubishi,Lancer,2005,255956,Essence,Automatique,tres bon etat,monospace,139,1.8,2,1,imported,Gafsa,gris,0,1,0,1,0,1,1,2000
Toyota,Hiace,2020,90871,Diesel,Manuelle,bon etat,monospace,117,1.5,3,0,local,Tunis,argent,1,1,0,1,0,1,0,15561
Kia,Picanto,2012,236952,Essence,Manuelle,bon etat,break,125,1.3,1,0,imported,Gafsa,gris,1,0,0,0,1,1,0,2000
Peugeot,2008,2024,19895,Essence,Automatique,tres bon etat,compacte,128,1.7,2,0,local,Gabes,bleu,0,1,0,0,0,1,1,25813
Dacia,Logan,2017,48269,Essence,Manuelle,tres bon etat,break,123,1.1,4,0,imported,Ariana,noir,1,1,0,1,0,0,1,8355
Audi,A4,2006,251986,Essence,Manuelle,bon etat,monospace,120,1.5,1,1,imported,Nabeul,blanc,1,1,1,0,1,1,0,3209
Nissan,X-Trail,2005,85797,Essence,Automatique,bon etat,SUV,202,2.9,2,0,local,Ariana,blanc,0,0,1,0,0,0,0,2000
Renault,Symbol,2010,134595,Diesel,Manuelle,bon etat,SUV,137,1.9,2,1,local,Kairouan,argent,1,1,1,0,0,0,1,2695
Opel,Astra,2009,266221,Diesel,Automatique,bon etat,break,159,1.8,1,0,local,Bizerte,noir,1,0,1,0,0,1,0,2000
Peugeot,2008,2021,62124,Essence,Manuelle,excellent,SUV,153,2.2,1,0,local,Sousse,noir,0,0,1,1,1,0,1,20978
Toyota,Hiace,2023,37914,Diesel,Manuelle,moyen,compacte,87,1.1,4,0,local,Sfax,noir,0,0,1,0,1,1,1,19451
Peugeot,308,2016,175018,Diesel,Manuelle,bon etat,berline,155,2.3,1,0,local,Gafsa,rouge,1,1,1,1,0,1,0,7174
Dacia,Logan,2024,19015,Essence,Manuelle,tres bon etat,compacte,121,1.4,3,0,local,Nabeul,rouge,0,1,0,1,0,0,0,15513
BMW,116i,2020,107480,Essence,Manuelle,tres bon etat,SUV,191,2.6,1,1,local,Gabes,vert,1,0,0,0,0,0,1,31317
Chery,Arrizo,2019,94493,Essence,Automatique,bon etat,citadine,66,0.9,2,0,local,Gafsa,argent,0,0,1,0,1,0,1,10134
Audi,A6,2006,251938,Diesel,Manuelle,tres bon etat,compacte,95,1.2,1,0,local,Sfax,beige,0,0,0,1,0,1,0,2829
Mitsubishi,Lancer,2014,38848,Essence,Automatique,bon etat,compacte,85,1.4,1,0,local,Gafsa,vert,1,0,0,0,0,0,0,6996
Ford,Kuga,2014,135813,Essence,Manuelle,tres bon etat,compacte,85,1.0,1,0,imported,Gafsa,noir,0,0,0,0,1,0,0,4431
Mercedes,GLA,2022,36064,Essence,Manuelle,bon etat,citadine,63,0.9,3,1,local,Bizerte,noir,0,0,0,1,0,0,0,39747
Opel,Corsa,2005,356501,Diesel,Manuelle,bon etat,compacte,99,1.3,1,0,local,Kairouan,argent,0,1,1,0,1,0,0,2000
Chery,Arrizo,2009,217949,Essence,Automatique,excellent,break,129,1.6,2,1,imported,Kairouan,gris,1,1,0,0,0,0,1,2000
Toyota,Yaris,2012,182776,Essence,Manuelle,moyen,break,128,1.8,3,1,local,Tunis,blanc,1,0,1,0,0,0,0,2021
Opel,Astra,2009,329076,Essence,Manuelle,tres bon etat,break,159,1.8,2,0,imported,Gabes,gris,1,0,0,1,1,0,0,2000
Dacia,Duster,2024,4102,Essence,Automatique,tres bon etat,monospace,153,2.0,1,0,local,Sousse,vert,0,0,1,1,0,0,1,20833
Kia,Cerato,2024,14525,Essence,Manuelle,bon etat,citadine,70,0.9,1,0,local,Kairouan,rouge,0,1,1,0,1,1,1,22800
Fiat,Tipo,2009,315644,Essence,Automatique,bon etat,citadine,66,0.9,1,0,local,Ben Arous,noir,0,0,0,1,1,1,0,2000
Dacia,Logan,2023,20604,Essence,Manuelle,tres bon etat,SUV,157,1.6,2,0,local,Ariana,rouge,0,0,1,0,0,0,0,13704
Mercedes,E200,2008,117398,Diesel,Manuelle,bon etat,monospace,129,2.2,2,0,local,Sfax,bleu,1,1,1,0,0,0,1,9570
BMW,520d,2017,122096,Diesel,Manuelle,moyen,compacte,114,1.1,1,1,imported,Ariana,argent,0,0,1,0,1,1,0,17518
Opel,Astra,2006,248185,Essence,Automatique,tres bon etat,berline,166,2.4,3,0,local,Sousse,blanc,1,0,0,1,0,1,0,2000
Audi,A6,2018,96662,Diesel,Manuelle,excellent,compacte,93,0.9,1,0,local,Sousse,gris,0,1,0,0,0,1,0,33670
Audi,A6,2024,20645,Essence,Automatique,a reparer,citadine,78,0.9,1,1,imported,Sfax,rouge,0,0,0,0,0,0,0,28014
Mercedes,E200,2011,158059,Essence,Automatique,tres bon etat,berline,123,1.4,4,0,local,Gabes,rouge,1,0,0,0,1,0,1,13753
Chery,Tiggo,2007,424548,Diesel,Automatique,tres bon etat,break,133,2.2,2,0,local,Bizerte,noir,1,0,0,1,0,0,0,2000
Chery,Tiggo,2006,288185,Essence,Automatique,moyen,compacte,130,1.8,1,0,local,Gafsa,noir,1,0,0,0,0,1,0,2000
Hyundai,Elantra,2013,186283,Essence,Manuelle,tres bon etat,monospace,111,1.4,3,0,imported,Tunis,gris,0,1,0,1,0,0,0,2920
Volkswagen,Golf 6,2020,66025,Essence,Manuelle,bon etat,break,101,1.2,2,1,local,Sousse,noir,1,0,0,1,1,0,1,13506
Fiat,Punto,2018,36590,Diesel,Manuelle,bon etat,break,112,1.4,1,0,imported,Nabeul,rouge,1,0,1,1,0,1,1,9281
Renault,Megane,2017,142755,Diesel,Automatique,bon etat,monospace,150,2.0,3,1,imported,Ben Arous,gris,1,0,1,0,1,1,1,7707
Peugeot,208,2021,77677,Diesel,Automatique,bon etat,SUV,181,2.5,3,1,imported,Sousse,blanc,1,1,1,0,0,0,0,13229
Renault,Megane,2021,43525,Essence,Manuelle,tres bon etat,citadine,87,0.9,2,0,imported,Ariana,rouge,1,1,0,0,0,1,0,17127
Mercedes,C200,2017,190423,Essence,Manuelle,excellent,compacte,97,1.0,3,0,local,Bizerte,noir,1,1,1,1,0,1,1,32017
Volkswagen,Passat,2020,63554,Essence,Manuelle,moyen,SUV,165,1.8,1,0,local,Nabeul,vert,0,0,0,0,0,1,0,12723
Opel,Corsa,2016,153327,Essence,Automatique,excellent,citadine,75,0.9,2,0,local,Bizerte,rouge,1,1,0,0,1,1,1,6398
Nissan,Micra,2023,23118,Essence,Manuelle,tres bon etat,monospace,123,1.4,2,0,local,Tunis,vert,0,0,0,0,0,0,1,18761
Kia,Sportage,2011,179574,Diesel,Automatique,bon etat,monospace,156,2.2,3,0,local,Ben Arous,vert,1,1,0,0,0,0,0,2000
Renault,Clio,2013,113352,Essence,Automatique,moyen,break,110,1.6,1,0,imported,Nabeul,blanc,0,0,0,0,1,0,1,4493
Suzuki,Swift,2024,14005,Hybride,Automatique,bon etat,SUV,207,2.9,1,0,local,Sousse,vert,1,0,0,0,0,0,1,22237
Volkswagen,Golf 6,2016,101819,Essence,Manuelle,bon etat,monospace,149,1.9,2,0,imported,Ben Arous,beige,0,0,1,1,0,1,0,10281
Opel,Insignia,2019,58665,Diesel,Automatique,tres bon etat,break,122,1.6,1,0,local,Ben Arous,vert,0,0,0,1,0,0,1,13380
Suzuki,Vitara,2021,81928,Essence,Manuelle,bon etat,berline,139,1.6,4,1,local,Tunis,gris,0,1,0,1,0,0,0,9145
Audi,A4,2016,152639,Essence,Manuelle,tres bon etat,break,129,1.7,2,0,local,Ariana,noir,1,0,0,0,1,1,1,23748
Dacia,Duster,2020,75177,Essence,Manuelle,tres bon etat,break,125,1.6,2,0,local,Ben Arous,beige,0,0,0,1,0,1,0,10842
Toyota,Yaris,2019,62725,Essence,Manuelle,moyen,SUV,153,1.7,3,0,imported,Sousse,bleu,0,1,1,1,0,0,0,13317
Toyota,Avensis,2020,79589,Diesel,Automatique,tres bon etat,compacte,127,1.6,2,0,imported,Sfax,noir,0,1,0,0,0,1,0,17194
Suzuki,Swift,2018,61170,Essence,Manuelle,tres bon etat,citadine,67,0.9,2,0,local,Bizerte,beige,0,1,0,0,1,0,0,9813
Mitsubishi,Lancer,2009,357025,Diesel,Automatique,moyen,break,153,2.0,1,0,local,Ben Arous,bleu,0,0,1,0,1,1,0,2000
Toyota,Yaris,2016,169296,Essence,Manuelle,bon etat,break,106,1.5,1,0,local,Kairouan,rouge,0,0,0,1,1,1,1,8402
Audi,A6,2017,62824,Essence,Automatique,bon etat,citadine,78,0.9,2,0,local,Sfax,vert,0,1,0,1,0,0,0,28407
Dacia,Duster,2020,36280,Diesel,Automatique,bon etat,citadine,87,0.9,1,0,local,Ariana,gris,0,0,0,0,1,1,1,12582
Chery,Tiggo,2015,139766,Essence,Manuelle,tres bon etat,SUV,187,2.3,1,0,local,Kairouan,beige,0,0,0,1,0,1,1,5519
Nissan,Qashqai,2017,67800,Hybride,Manuelle,excellent,compacte,106,1.7,3,0,local,Gafsa,beige,0,1,0,0,0,0,0,12550
Hyundai,Accent,2010,285461,Essence,Manuelle,moyen,SUV,175,2.7,4,0,imported,Kairouan,bleu,0,1,1,0,1,1,0,2000
Suzuki,Swift,2019,103720,Essence,Manuelle,tres bon etat,berline,112,1.9,1,0,local,Gabes,vert,1,0,0,0,0,0,0,9261
